,Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Periodo,Total,Año,Mes,Nom_mes
77815,Total Nacional,09 Cataluña,17 Girona,Viajero,2018M09,476.089,2018,9,Septiembre
77816,Total Nacional,09 Cataluña,17 Girona,Viajero,2018M08,602.949,2018,8,Agosto
77817,Total Nacional,09 Cataluña,17 Girona,Viajero,2018M07,535.175,2018,7,Julio
77818,Total Nacional,09 Cataluña,17 Girona,Viajero,2018M06,474.327,2018,6,Junio
77819,Total Nacional,09 Cataluña,17 Girona,Viajero,2018M05,404.463,2018,5,Mayo
77820,Total Nacional,09 Cataluña,17 Girona,Viajero,2018M04,312.658,2018,4,Abril
77821,Total Nacional,09 Cataluña,17 Girona,Viajero,2018M03,258.312,2018,3,Marzo
77822,Total Nacional,09 Cataluña,17 Girona,Viajero,2018M02,130.698,2018,2,Febrero
77823,Total Nacional,09 Cataluña,17 Girona,Viajero,2018M01,113.123,2018,1,Enero
77824,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M12,126.352,2017,12,Diciembre
77825,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M11,121.522,2017,11,Noviembre
77826,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M10,301.836,2017,10,Octubre
77827,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M09,440.049,2017,9,Septiembre
77828,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M08,571.528,2017,8,Agosto
77829,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M07,542.420,2017,7,Julio
77830,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M06,463.417,2017,6,Junio
77831,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M05,361.997,2017,5,Mayo
77832,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M04,369.211,2017,4,Abril
77833,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M03,210.208,2017,3,Marzo
77834,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M02,126.731,2017,2,Febrero
77835,Total Nacional,09 Cataluña,17 Girona,Viajero,2017M01,99.604,2017,1,Enero
77836,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M12,133.035,2016,12,Diciembre
77837,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M11,125.016,2016,11,Noviembre
77838,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M10,333.418,2016,10,Octubre
77839,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M09,432.921,2016,9,Septiembre
77840,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M08,596.055,2016,8,Agosto
77841,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M07,554.710,2016,7,Julio
77842,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M06,440.019,2016,6,Junio
77843,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M05,380.309,2016,5,Mayo
77844,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M04,257.795,2016,4,Abril
77845,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M03,241.854,2016,3,Marzo
77846,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M02,137.271,2016,2,Febrero
77847,Total Nacional,09 Cataluña,17 Girona,Viajero,2016M01,104.020,2016,1,Enero
77848,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M12,131.832,2015,12,Diciembre
77849,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M11,122.835,2015,11,Noviembre
77850,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M10,310.170,2015,10,Octubre
77851,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M09,395.218,2015,9,Septiembre
77852,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M08,599.487,2015,8,Agosto
77853,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M07,503.200,2015,7,Julio
77854,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M06,393.751,2015,6,Junio
77855,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M05,376.633,2015,5,Mayo
77856,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M04,293.208,2015,4,Abril
77857,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M03,167.371,2015,3,Marzo
77858,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M02,126.843,2015,2,Febrero
77859,Total Nacional,09 Cataluña,17 Girona,Viajero,2015M01,94.118,2015,1,Enero
77860,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M12,127.317,2014,12,Diciembre
77861,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M11,123.927,2014,11,Noviembre
77862,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M10,262.776,2014,10,Octubre
77863,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M09,378.508,2014,9,Septiembre
77864,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M08,563.323,2014,8,Agosto
77865,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M07,450.092,2014,7,Julio
77866,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M06,393.848,2014,6,Junio
77867,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M05,312.386,2014,5,Mayo
77868,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M04,262.061,2014,4,Abril
77869,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M03,161.277,2014,3,Marzo
77870,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M02,109.120,2014,2,Febrero
77871,Total Nacional,09 Cataluña,17 Girona,Viajero,2014M01,86.462,2014,1,Enero
77872,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M12,117.777,2013,12,Diciembre
77873,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M11,139.613,2013,11,Noviembre
77874,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M10,250.272,2013,10,Octubre
77875,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M09,391.087,2013,9,Septiembre
77876,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M08,567.794,2013,8,Agosto
77877,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M07,476.752,2013,7,Julio
77878,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M06,399.238,2013,6,Junio
77879,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M05,324.030,2013,5,Mayo
77880,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M04,234.557,2013,4,Abril
77881,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M03,204.456,2013,3,Marzo
77882,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M02,98.918,2013,2,Febrero
77883,Total Nacional,09 Cataluña,17 Girona,Viajero,2013M01,65.141,2013,1,Enero
79632,Total Nacional,09 Cataluña,25 Lleida,Viajero,2025M04,68.469,2025,4,Abril
79633,Total Nacional,09 Cataluña,25 Lleida,Viajero,2025M03,87.102,2025,3,Marzo
79634,Total Nacional,09 Cataluña,25 Lleida,Viajero,2025M02,100.705,2025,2,Febrero
79635,Total Nacional,09 Cataluña,25 Lleida,Viajero,2025M01,90.472,2025,1,Enero
79636,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M12,80.925,2024,12,Diciembre
79637,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M11,44.078,2024,11,Noviembre
79638,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M10,61.228,2024,10,Octubre
79639,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M09,75.758,2024,9,Septiembre
79640,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M08,117.181,2024,8,Agosto
79641,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M07,99.278,2024,7,Julio
79642,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M06,84.574,2024,6,Junio
79643,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M05,64.888,2024,5,Mayo
79644,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M04,48.927,2024,4,Abril
79645,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M03,98.648,2024,3,Marzo
79646,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M02,96.050,2024,2,Febrero
79647,Total Nacional,09 Cataluña,25 Lleida,Viajero,2024M01,89.865,2024,1,Enero
79648,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M12,77.714,2023,12,Diciembre
79649,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M11,38.916,2023,11,Noviembre
79650,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M10,64.646,2023,10,Octubre
79651,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M09,80.265,2023,9,Septiembre
79652,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M08,126.042,2023,8,Agosto
79653,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M07,101.659,2023,7,Julio
79654,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M06,74.845,2023,6,Junio
79655,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M05,55.339,2023,5,Mayo
79656,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M04,60.378,2023,4,Abril
79657,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M03,81.633,2023,3,Marzo
79658,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M02,91.047,2023,2,Febrero
79659,Total Nacional,09 Cataluña,25 Lleida,Viajero,2023M01,81.031,2023,1,Enero
79660,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M12,77.515,2022,12,Diciembre
79661,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M11,36.781,2022,11,Noviembre
79662,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M10,61.687,2022,10,Octubre
79663,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M09,70.071,2022,9,Septiembre
79664,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M08,119.328,2022,8,Agosto
79665,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M07,93.601,2022,7,Julio
79666,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M06,73.429,2022,6,Junio
79667,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M05,54.047,2022,5,Mayo
79668,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M04,63.530,2022,4,Abril
79669,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M03,74.307,2022,3,Marzo
79670,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M02,91.079,2022,2,Febrero
79671,Total Nacional,09 Cataluña,25 Lleida,Viajero,2022M01,75.252,2022,1,Enero
79672,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M12,79.651,2021,12,Diciembre
79673,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M11,37.469,2021,11,Noviembre
79674,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M10,69.318,2021,10,Octubre
79675,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M09,71.162,2021,9,Septiembre
79676,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M08,118.385,2021,8,Agosto
79677,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M07,91.220,2021,7,Julio
79678,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M06,54.307,2021,6,Junio
79679,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M05,34.743,2021,5,Mayo
79680,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M04,24.883,2021,4,Abril
79681,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M03,29.011,2021,3,Marzo
79682,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M02,12.157,2021,2,Febrero
79683,Total Nacional,09 Cataluña,25 Lleida,Viajero,2021M01,22.045,2021,1,Enero
79684,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M12,24.449,2020,12,Diciembre
79685,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M11,8.929,2020,11,Noviembre
79686,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M10,31.423,2020,10,Octubre
79687,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M09,55.422,2020,9,Septiembre
79688,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M08,97.364,2020,8,Agosto
79689,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M07,53.989,2020,7,Julio
79690,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M06,12.155,2020,6,Junio
79691,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M05,651,2020,5,Mayo
79692,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M04,0,2020,4,Abril
79693,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M03,41.217,2020,3,Marzo
79694,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M02,92.868,2020,2,Febrero
79695,Total Nacional,09 Cataluña,25 Lleida,Viajero,2020M01,75.934,2020,1,Enero
79696,Total Nacional,09 Cataluña,25 Lleida,Viajero,2019M12,85.411,2019,12,Diciembre
79697,Total Nacional,09 Cataluña,25 Lleida,Viajero,2019M11,44.817,2019,11,Noviembre
79698,Total Nacional,09 Cataluña,25 Lleida,Viajero,2019M10,68.717,2019,10,Octubre
79699,Total Nacional,09 Cataluña,25 Lleida,Viajero,2019M09,78.050,2019,9,Septiembre
79700,Total Nacional,09 Cataluña,25 Lleida,Viajero,2019M08,129.580,2019,8,Agosto
79701,Total Nacional,09 Cataluña,25 Lleida,Viajero,2019M07,95.874,2019,7,Julio
79702,Total Nacional,09 Cataluña,25 Lleida,Viajero,2019M06,85.744,2019,6,Junio
79703,Total Nacional,09 Cataluña,25 Lleida,Viajero,2019M05,61.726,2019,5,Mayo
